Student,Region,Campus,Program,Starting/Readmitted Cohort,Graduating Cohort,Testing Cohort,Attempt Number,Result
3584,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SPQ,2024SUQ,2024FAQ,1,1
3585,Hudson Valley Region,ALB,ADN.BRDG.AS,2024FAQ,2025SUQ,2025FAQ,1,1
3586,Lehigh Valley Region,ALL,ADN.2YR.AS,2022SUQ,2024SPQ,2024FAQ,1,1
3587,Greater Boston Region,BOS,ADN.BRDG.AAS,2022SUQ,2024SPQ,2024SUQ,1,1
3588,Connecticut Valley Region,NHV,ADN.BRDG.NE.AS,2023FAQ,2024WIQ,2025SPQ,1,1
3589,Greater Boston Region,WOR,ADN.BRDG.AAS,2024SUQ,2025FAQ,2025WIQ,1,0
3590,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SPQ,2024WIQ,2025SPQ,1,1
3591,Hudson Valley Region,SCH,ADN.2YR.AS,2023WIQ,2025FAQ,2025WIQ,1,1
3592,Greater Boston Region,BOS,BSN.PRE.BSN,2022FAQ,2024WIQ,2025SPQ,1,0
3592,Greater Boston Region,BOS,BSN.PRE.BSN,2022FAQ,2024WIQ,2025SUQ,2,1
3593,Lehigh Valley Region,ALL,ADN.2YR.AS,2022SPQ,2023WIQ,2024SPQ,1,1
3594,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2023SUQ,2025SPQ,2025SUQ,1,1
3595,Greater Boston Region,BOS,ADN.BRDG.AAS,2022FAQ,2023WIQ,2024SPQ,1,1
3596,Lehigh Valley Region,REA,ADN.2YR.AS,2022WIQ,2024FAQ,2024WIQ,1,1
3597,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SUQ,2024WIQ,2025SPQ,1,1
3598,Greater Boston Region,BOS,BSN.PRE.BSN,2023SPQ,2025FAQ,2025WIQ,1,1
3599,Greater Boston Region,SPR,ADN.BRDG.AAS,2024SUQ,2025FAQ,2025WIQ,1,1
3600,Hudson Valley Region,KIN,ADN.2YR.AAS,2022SPQ,2023WIQ,2024SPQ,1,1
3601,Greater Boston Region,BOS,BSN.PRE.BSN,2021FAQ,2024SUQ,2024FAQ,1,1
3602,Connecticut Valley Region,HAR,ADN.BRDG.AAS,2022FAQ,2023WIQ,2024SPQ,1,1
3603,Lehigh Valley Region,SCR,ADN.2YR.AS,2022WIQ,2024FAQ,2024WIQ,1,1
3604,Connecticut Valley Region,NHV,ADN.BRDG.NE.AS,2022FAQ,2023WIQ,2024SPQ,1,1
3605,Greater Boston Region,BOS,BSN.PRE.BSN,2021SUQ,2023WIQ,2024SPQ,1,0
3605,Greater Boston Region,BOS,BSN.PRE.BSN,2021SUQ,2023WIQ,2024SPQ,2,1
3606,Greater Boston Region,LOW,ADN.BRDG.AAS,2024SUQ,2025FAQ,2025WIQ,1,1
3607,Greater Boston Region,BOS,BSN.PRE.BSN,2021WIQ,2024FAQ,2024WIQ,1,1
3608,Greater Boston Region,BOS,BSN.PRE.BSN,2022WIQ,2025SPQ,2025SUQ,1,1
3609,Hudson Valley Region,KIN,ADN.ADV.AAS,2022FAQ,2023WIQ,2024SPQ,1,1
3610,Greater Boston Region,SPR,ADN.BRDG.AAS,2024SPQ,2025FAQ,2025WIQ,1,1
3611,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2022WIQ,2024FAQ,2024WIQ,1,1
3612,Greater Boston Region,BOS,BSN.PRE.BSN,2023SPQ,2025SUQ,2025FAQ,1,1
3613,Hudson Valley Region,KIN,ADN.2YR.AAS,2023FAQ,2025SUQ,2025FAQ,1,1
3614,Greater Boston Region,SPR,ADN.BRDG.AAS,2023WIQ,2024WIQ,2025SPQ,1,0
3614,Greater Boston Region,SPR,ADN.BRDG.AAS,2023WIQ,2024WIQ,2025SUQ,2,1
3615,Lehigh Valley Region,REA,ADN.2YR.AS,2023WIQ,2025FAQ,2025WIQ,1,1
3616,Lehigh Valley Region,ALL,ADN.2YR.AS,2021WIQ,2023WIQ,2024SPQ,1,0
3617,Lehigh Valley Region,ALL,ADN.2YR.AS,2024SPQ,2024SPQ,2024SUQ,1,1
3618,Greater Boston Region,SPR,ADN.BRDG.AAS,2023WIQ,2025SUQ,2025FAQ,1,1
3619,Greater Boston Region,BOS,ADN.BRDG.AAS,2022SPQ,2022FAQ,2025SPQ,2,1
3620,Lehigh Valley Region,ALL,ADN.BRDG.AS,2023WIQ,2025SPQ,2025SUQ,1,1
3621,Hudson Valley Region,KIN,ADN.2YR.AAS,2024SPQ,2025SUQ,2025FAQ,1,0
3621,Hudson Valley Region,KIN,ADN.2YR.AAS,2024SPQ,2025SUQ,2025FAQ,2,1
3622,Hudson Valley Region,POU,ADN.2YR.AS,2022SUQ,2024SPQ,2024SUQ,1,1
3623,Lehigh Valley Region,ALL,ADN.2YR.AS,2023WIQ,2024WIQ,2025SPQ,1,1
3624,Greater Boston Region,LOW,ADN.BRDG.AAS,2024SUQ,2025FAQ,2025WIQ,1,1
3625,Lehigh Valley Region,BTH,ADN.2YR.AS,2022FAQ,2024SUQ,2024FAQ,1,1
3626,Connecticut Valley Region,WTB,ADN.BRDG.NE.AS,2023SUQ,2024FAQ,2024WIQ,1,0
3627,Lehigh Valley Region,ALL,ADN.BRDG.AS,2023FAQ,2024FAQ,2024WIQ,1,1
3628,Greater Boston Region,BOS,BSN.PRE.BSN,2021WIQ,2023WIQ,2024SPQ,1,0
3628,Greater Boston Region,BOS,BSN.PRE.BSN,2021WIQ,2023WIQ,2024SUQ,2,1
3629,Lehigh Valley Region,BTH,ADN.2YR.AS,2023SUQ,2025SPQ,2025SUQ,1,1
3630,Lehigh Valley Region,SCR,ADN.2YR.AS,2024FAQ,2025FAQ,2025WIQ,1,0
3631,Greater Boston Region,BOS,BSN.PRE.BSN,2022SUQ,2025FAQ,2025WIQ,1,1
3632,Lehigh Valley Region,SCR,BSN.PRE.BSN,2021FAQ,2023FAQ,2024SUQ,1,1
3633,Greater Boston Region,BOS,BSN.PRE.BSN,2023SUQ,2025SUQ,2025FAQ,1,1
3634,Greater Boston Region,BOS,BSN.PRE.BSN,2024WIQ,2024WIQ,2025SPQ,1,1
3635,Hudson Valley Region,POU,ADN.2YR.AS,2022SUQ,2024SUQ,2024FAQ,1,1
3636,Greater Boston Region,LOW,ADN.BRDG.AAS,2023FAQ,2024WIQ,2025SPQ,2,1
3637,Lehigh Valley Region,REA,ADN.2YR.AS,2023SPQ,2025SUQ,2025FAQ,1,1
3638,Hudson Valley Region,ALB,ADN.2YR.AS,2023SPQ,2024WIQ,2025SPQ,1,1
3639,Greater Boston Region,BOS,ADN.BRDG.AAS,2024SPQ,2025FAQ,2025WIQ,1,0
3640,Lehigh Valley Region,ALL,BSN.PRE.BSN,2021WIQ,2024SPQ,2024SUQ,1,1
3641,Lehigh Valley Region,BTH,ADN.BRDG.AS,2023SPQ,2024FAQ,2024WIQ,1,1
3642,Lehigh Valley Region,SCR,ADN.2YR.AS,2023FAQ,2025SUQ,2025FAQ,1,1
3643,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SUQ,2024SUQ,2024FAQ,1,1
3644,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2024SPQ,2025FAQ,2025WIQ,1,1
3645,Connecticut Valley Region,NHV,ADN.2YR.AS,2022SUQ,2024SPQ,2024SUQ,1,1
3646,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SPQ,2024SPQ,2024SUQ,1,1
3647,Greater Boston Region,SPR,ADN.BRDG.AAS,2024SPQ,2025FAQ,2025WIQ,1,1
3648,Hudson Valley Region,KIN,ADN.2YR.AAS,2022SPQ,2024SPQ,2024SUQ,1,1
3649,Greater Boston Region,BOS,ADN.BRDG.AAS,2022FAQ,2023WIQ,2024SPQ,1,1
3650,Greater Boston Region,WOR,BSN.PRE.BSN,2022FAQ,2025FAQ,2025WIQ,1,1
3651,Greater Boston Region,BOS,ADN.BRDG.AAS,2022WIQ,2024WIQ,2025SUQ,1,1
3652,Greater Boston Region,LOW,ADN.BRDG.AAS,2023FAQ,2025FAQ,2025WIQ,1,1
3653,Greater Boston Region,SPR,ADN.BRDG.AAS,2025SPQ,2025FAQ,2025FAQ,1,1
3654,Greater Boston Region,BOS,BSN.PRE.BSN,2021WIQ,2024SUQ,2024FAQ,1,1
3655,Hudson Valley Region,KIN,ADN.2YR.AAS,2023SUQ,2025SUQ,2025SUQ,1,1
3656,Greater Boston Region,BOS,ADN.BRDG.AAS,2023FAQ,2025SPQ,2025FAQ,1,1
3657,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2023SUQ,2024WIQ,2025SPQ,1,1
3658,Greater Boston Region,BOS,ADN.BRDG.AAS,2022FAQ,2024SPQ,2024SUQ,1,1
3659,Lehigh Valley Region,ALL,ADN.2YR.AS,2024SUQ,2024SUQ,2024FAQ,1,1
3660,Greater Boston Region,SPR,ADN.BRDG.AAS,2023WIQ,2025SPQ,2025SUQ,1,1
3661,Greater Boston Region,BOS,BSN.PRE.BSN,2021WIQ,2024SUQ,2024FAQ,1,1
3662,Lehigh Valley Region,REA,ADN.BRDG.AS,2023SPQ,2025SPQ,2025SUQ,1,1
3663,Hudson Valley Region,KIN,BSN.PRE.BSN,2021WIQ,2024FAQ,2024WIQ,1,1
3664,Hudson Valley Region,ALB,ADN.2YR.AS,2022SUQ,2024SPQ,2024SUQ,1,0
3665,Greater Boston Region,WOR,BSN.PRE.BSN,2022WIQ,2025SUQ,2025FAQ,1,0
3665,Greater Boston Region,WOR,BSN.PRE.BSN,2022WIQ,2025SUQ,2025FAQ,2,0
3665,Greater Boston Region,WOR,BSN.PRE.BSN,2022WIQ,2025SUQ,2025WIQ,3,1
3666,Greater Boston Region,LOW,ADN.BRDG.AAS,2023WIQ,2025SUQ,2025FAQ,1,1
3667,Greater Boston Region,SPR,ADN.BRDG.AAS,2023FAQ,2024WIQ,2025SPQ,1,1
3668,Lehigh Valley Region,ALL,BSN.PRE.BSN,2023SPQ,2025FAQ,2025WIQ,1,1
3669,Lehigh Valley Region,ALL,BSN.PRE.BSN,2022WIQ,2025FAQ,2025FAQ,1,1
3670,Hudson Valley Region,SCH,ADN.BRDG.AS,2024SPQ,2025SUQ,2025FAQ,1,1
3671,Hudson Valley Region,ALB,ADN.BRDG.AS,2023SPQ,2024FAQ,2024WIQ,1,1
3672,Lehigh Valley Region,ALL,ADN.BRDG.AS,2025SUQ,2025FAQ,2025WIQ,1,1
3673,Hudson Valley Region,ALB,ADN.2YR.AS,2022WIQ,2024FAQ,2024WIQ,1,1
3674,Connecticut Valley Region,NHV,ADN.2YR.AS,2023WIQ,2025SUQ,2025FAQ,1,1
3675,Hudson Valley Region,SCH,ADN.2YR.AS,2023FAQ,2025FAQ,2025WIQ,1,1
3676,Lehigh Valley Region,SCR,ADN.2YR.AS,2023SPQ,2025FAQ,2025WIQ,1,1
3677,Hudson Valley Region,ALB,ADN.BRDG.AS,2024WIQ,2025FAQ,2025WIQ,1,1
3678,Greater Boston Region,BOS,ADN.BRDG.AAS,2023WIQ,2024FAQ,2024WIQ,1,1
3679,Lehigh Valley Region,ALL,BSN.PRE.BSN,2021WIQ,2024SPQ,2024SUQ,1,1
3680,Greater Boston Region,BOS,BSN.PRE.BSN,2021SPQ,2023WIQ,2024SPQ,1,1
3681,Hudson Valley Region,SCH,ADN.BRDG.AS,2023SPQ,2024SUQ,2024FAQ,1,1
3682,Greater Boston Region,BOS,BSN.PRE.BSN,2023SUQ,2025SUQ,2025FAQ,1,1
3683,Greater Boston Region,SPR,ADN.BRDG.AAS,2024SPQ,2025SUQ,2025FAQ,1,1
3684,Greater Boston Region,WOR,ADN.BRDG.AAS,2023FAQ,2024WIQ,2025SPQ,1,1
3685,Lehigh Valley Region,BTH,ADN.BRDG.AS,2023SPQ,2024WIQ,2025SPQ,1,0
3685,Lehigh Valley Region,BTH,ADN.BRDG.AS,2023SPQ,2024WIQ,2025SUQ,2,1
3686,Hudson Valley Region,POU,ADN.2YR.AS,2022SPQ,2024SPQ,2024SUQ,1,1
3687,Greater Boston Region,WOR,ADN.BRDG.AAS,2022FAQ,2023WIQ,2024SPQ,1,1
3688,Hudson Valley Region,ALB,ADN.2YR.AS,2023SPQ,2025SPQ,2025SUQ,1,1
3689,Greater Boston Region,BOS,BSN.PRE.BSN,2022SUQ,2024SPQ,2024SUQ,1,1
3690,Greater Boston Region,SPR,ADN.BRDG.AAS,2023WIQ,2025SPQ,2025SUQ,1,1
3691,Lehigh Valley Region,SCR,ADN.BRDG.AS,2023WIQ,2025SPQ,2025SUQ,1,1
3692,Lehigh Valley Region,REA,ADN.BRDG.AS,2024SPQ,2025SUQ,2025FAQ,1,1
3693,Lehigh Valley Region,ALL,ADN.2YR.AS,2023WIQ,2025SUQ,2025FAQ,1,1
3694,Greater Boston Region,BOS,BSN.PRE.BSN,2022SUQ,2024FAQ,2024WIQ,1,1
3695,Hudson Valley Region,ALB,BSN.PRE.BSN,2025SPQ,2025FAQ,2025WIQ,1,0
3696,Greater Boston Region,BOS,ADN.BRDG.AAS,2019SUQ,2021WIQ,2024FAQ,3,1
3697,Greater Boston Region,BOS,ADN.BRDG.AAS,2023FAQ,2024WIQ,2025SPQ,1,1
3698,Lehigh Valley Region,ALL,ADN.BRDG.AS,2024WIQ,2025SPQ,2025SUQ,1,1
3699,Hudson Valley Region,SCH,ADN.2YR.AS,2023SUQ,2025SPQ,2025SUQ,1,1
3700,Greater Boston Region,LOW,ADN.BRDG.AAS,2024SUQ,2026SPQ,2025WIQ,1,1
3701,Connecticut Valley Region,NHV,ADN.BRDG.NE.AS,2024SUQ,2025FAQ,2025WIQ,1,1
3702,Greater Boston Region,SPR,ADN.BRDG.AAS,2024FAQ,2025FAQ,2025WIQ,1,1
3703,Hudson Valley Region,SCH,ADN.BRDG.AS,2024SUQ,2025FAQ,2025WIQ,1,1
3704,Greater Boston Region,WOR,ADN.BRDG.AAS,2022SUQ,2023WIQ,2024SPQ,1,1
3705,Greater Boston Region,BOS,ADN.BRDG.AAS,2024SUQ,2025FAQ,2025WIQ,1,0
3706,Hudson Valley Region,POU,ADN.2YR.AS,2023SPQ,2024FAQ,2025SPQ,1,1
3707,Greater Boston Region,WOR,BSN.PRE.BSN,2022WIQ,2025SPQ,2025SUQ,1,1
3708,Hudson Valley Region,KIN,ADN.ADV.AAS,2023SUQ,2025SPQ,2025SUQ,1,1
3709,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2023FAQ,2025FAQ,2025WIQ,1,0
3709,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2023FAQ,2025FAQ,2025WIQ,2,1
3710,Lehigh Valley Region,ALL,ADN.2YR.AS,2023FAQ,2025SUQ,2025FAQ,1,1
3711,Hudson Valley Region,POU,ADN.2YR.AS,2021WIQ,2024SPQ,2024SUQ,1,1
3712,Lehigh Valley Region,BTH,ADN.BRDG.AS,2023SPQ,2025SPQ,2025FAQ,1,1
3713,Greater Boston Region,SPR,BSN.PRE.BSN,2023SPQ,2025FAQ,2025WIQ,1,0
3714,Hudson Valley Region,SCH,ADN.BRDG.AS,2022SUQ,2024SUQ,2024FAQ,1,1
3715,Connecticut Valley Region,HAR,ADN.BRDG.AAS,2022WIQ,2024SPQ,2024SUQ,1,1
3716,Greater Boston Region,BOS,BSN.PRE.BSN,2023SPQ,2025SPQ,2025SUQ,1,1
3717,Hudson Valley Region,SCH,BSN.PRE.BSN,2024WIQ,2025FAQ,2025WIQ,1,1
3718,Hudson Valley Region,ALB,ADN.BRDG.AS,2024SUQ,2025FAQ,2025WIQ,1,1
3719,Greater Boston Region,BOS,ADN.BRDG.AAS,2024SPQ,2025FAQ,2025WIQ,1,1
3720,Greater Boston Region,BOS,BSN.PRE.BSN,2022WIQ,2024WIQ,2025SPQ,1,1
3721,Greater Boston Region,WOR,BSN.PRE.BSN,2021WIQ,2023WIQ,2024SPQ,1,1
3722,Hudson Valley Region,ALB,ADN.2YR.AS,2022FAQ,2024SUQ,2024FAQ,1,1
3723,Connecticut Valley Region,NHV,ADN.BRDG.NE.AS,2023SPQ,2024FAQ,2024WIQ,1,1
3724,Greater Boston Region,LOW,ADN.BRDG.AAS,2023SUQ,2024WIQ,2025SPQ,1,1
3725,Hudson Valley Region,ALB,BSN.PRE.BSN,2022SUQ,2025SUQ,2025FAQ,1,0
3726,Connecticut Valley Region,BRI,ADN.BRDG.AS,2023SPQ,2024SUQ,2024SUQ,1,1
3727,Hudson Valley Region,ALB,ADN.BRDG.AS,2022FAQ,2023WIQ,2024SPQ,1,1
3728,Greater Boston Region,BOS,BSN.PRE.BSN,2022SPQ,2024WIQ,2025SPQ,1,0
3728,Greater Boston Region,BOS,BSN.PRE.BSN,2022SPQ,2024WIQ,2025SUQ,2,0
3728,Greater Boston Region,BOS,BSN.PRE.BSN,2022SPQ,2024WIQ,2025FAQ,3,0
3729,Lehigh Valley Region,SCR,BSN.PRE.BSN,2022SUQ,2025SPQ,2025SUQ,1,1
3730,Lehigh Valley Region,SCR,BSN.PRE.BSN,2021WIQ,2024SUQ,2024FAQ,1,1
3731,Hudson Valley Region,KIN,ADN.2YR.AAS,2023SPQ,2025SUQ,2025FAQ,1,1
3732,Lehigh Valley Region,ALL,ADN.2YR.AS,2022SPQ,2024SUQ,2024FAQ,1,1
3733,Hudson Valley Region,ALB,ADN.2YR.AS,2022SUQ,2024SUQ,2024FAQ,1,1
3734,Greater Boston Region,BOS,BSN.PRE.BSN,2023SPQ,2025SUQ,2025FAQ,1,1
3735,Hudson Valley Region,SCH,ADN.BRDG.AS,2024SPQ,2025SUQ,2025SUQ,1,1
3736,Lehigh Valley Region,SCR,ADN.2YR.AS,2021WIQ,2023SUQ,2024SUQ,2,1
3736,Lehigh Valley Region,SCR,ADN.2YR.AS,2021WIQ,2023SUQ,2024FAQ,3,1
3737,Greater Boston Region,BOS,BSN.PRE.BSN,2023SUQ,2025FAQ,2025WIQ,1,1
3738,Connecticut Valley Region,NHV,ADN.BRDG.NE.AS,2023FAQ,2025SPQ,2025SUQ,1,0
3739,Greater Boston Region,WOR,ADN.BRDG.AAS,2023FAQ,2023WIQ,2024SPQ,1,1
3740,Greater Boston Region,BOS,BSN.PRE.BSN,2022WIQ,2024WIQ,2025SPQ,1,1
3741,Hudson Valley Region,ALB,ADN.BRDG.AS,2024WIQ,2025SPQ,2025SUQ,1,1
3742,Hudson Valley Region,ALB,ADN.BRDG.AS,2022SUQ,2024SUQ,2024FAQ,1,1
3743,Lehigh Valley Region,BTH,ADN.BRDG.AS,2023SPQ,2024SPQ,2024SUQ,1,1
3744,Lehigh Valley Region,REA,ADN.2YR.AS,2023SUQ,2025FAQ,2025WIQ,1,1
3745,Greater Boston Region,BOS,ADN.BRDG.AAS,2022WIQ,2024SPQ,2024SUQ,1,1
3746,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SUQ,2024FAQ,2024WIQ,1,1
3747,Greater Boston Region,LOW,BSN.PRE.BSN,2025SPQ,2025SUQ,2025FAQ,1,1
3748,Greater Boston Region,BOS,ADN.BRDG.AAS,2022WIQ,2024SUQ,2024FAQ,1,1
3749,Connecticut Valley Region,NHV,ADN.2YR.AS,2023SPQ,2025SPQ,2025SUQ,1,1
3750,Greater Boston Region,WOR,ADN.BRDG.AAS,2022WIQ,2024SUQ,2024FAQ,1,1
3751,Greater Boston Region,BOS,BSN.PRE.BSN,2024SUQ,2025FAQ,2025WIQ,1,1
3752,Lehigh Valley Region,SCR,ADN.BRDG.AS,2023FAQ,2024WIQ,2025SPQ,2,0
3752,Lehigh Valley Region,SCR,ADN.BRDG.AS,2023FAQ,2024WIQ,2025SUQ,3,0
3752,Lehigh Valley Region,SCR,ADN.BRDG.AS,2023FAQ,2024WIQ,2025WIQ,4,0
3753,Greater Boston Region,WOR,ADN.BRDG.AAS,2023WIQ,2025SPQ,2025SUQ,1,1
3754,Hudson Valley Region,ALB,ADN.2YR.AS,2022WIQ,2024WIQ,2025SPQ,1,0
3754,Hudson Valley Region,ALB,ADN.2YR.AS,2022WIQ,2024WIQ,2025SPQ,2,1
3755,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SPQ,2024SUQ,2024FAQ,1,1
3756,Hudson Valley Region,KIN,ADN.2YR.AAS,2022FAQ,2024SUQ,2024FAQ,1,1
3757,Lehigh Valley Region,ALL,ADN.2YR.AS,2022SPQ,2024SPQ,2024SUQ,1,1
3758,Connecticut Valley Region,NHV,ADN.BRDG.NE.AS,2023SPQ,2024SUQ,2024FAQ,1,1
3759,Connecticut Valley Region,HAR,ADN.BRDG.AAS,2023SUQ,2025SPQ,2025SPQ,1,1
3760,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2023WIQ,2025FAQ,2025WIQ,1,1
3761,Greater Boston Region,BOS,ADN.BRDG.AAS,2021FAQ,2023FAQ,2024SUQ,2,0
3762,Lehigh Valley Region,SCR,ADN.2YR.AS,2023SPQ,2024WIQ,2025SUQ,1,1
3763,Lehigh Valley Region,BTH,ADN.BRDG.AS,2023FAQ,2024WIQ,2025SPQ,1,1
3764,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SUQ,2024FAQ,2024WIQ,1,0
3765,Greater Boston Region,SPR,ADN.BRDG.AAS,2024SPQ,2025SUQ,2025FAQ,1,1
3766,Greater Boston Region,BOS,ADN.BRDG.AAS,2022FAQ,2023WIQ,2024SPQ,1,1
3767,Hudson Valley Region,ALB,ADN.2YR.AS,2023SUQ,2024FAQ,2024WIQ,1,0
3768,Greater Boston Region,LOW,ADN.BRDG.AAS,2023FAQ,2024WIQ,2025SPQ,1,0
3768,Greater Boston Region,LOW,ADN.BRDG.AAS,2023FAQ,2024WIQ,2025SUQ,2,0
3768,Greater Boston Region,LOW,ADN.BRDG.AAS,2023FAQ,2024WIQ,2025FAQ,3,1
3769,Greater Boston Region,BOS,BSN.PRE.BSN,2023FAQ,2025SPQ,2025SUQ,1,1
3770,Connecticut Valley Region,BRI,ADN.2YR.AS,2022WIQ,2024WIQ,2025SPQ,1,1
3771,Greater Boston Region,WOR,ADN.BRDG.AAS,2022WIQ,2024SUQ,2024FAQ,1,1
3772,Greater Boston Region,BOS,BSN.PRE.BSN,2023FAQ,2025FAQ,2025WIQ,1,1
3773,Hudson Valley Region,SCH,ADN.BRDG.AS,2022FAQ,2023WIQ,2024SPQ,1,1
3774,Lehigh Valley Region,ALL,ADN.2YR.AS,2023SPQ,2025SPQ,2025SUQ,1,1
3775,Hudson Valley Region,KIN,ADN.ADV.AAS,2023SPQ,2024FAQ,2024WIQ,1,1
3776,Lehigh Valley Region,ALL,ADN.2YR.AS,2022WIQ,2025FAQ,2025WIQ,1,1
3777,Greater Boston Region,BOS,BSN.PRE.BSN,2022WIQ,2024WIQ,2025SPQ,1,1
3778,Lehigh Valley Region,ALL,ADN.2YR.AS,2022WIQ,2025SUQ,2025SUQ,1,1
3779,Greater Boston Region,BOS,ADN.BRDG.AAS,2023FAQ,2024WIQ,2025SPQ,1,1
3780,Lehigh Valley Region,ALL,BSN.PRE.BSN,2021FAQ,2024SUQ,2024FAQ,1,1
3781,Greater Boston Region,BOS,BSN.PRE.BSN,2021SPQ,2024SUQ,2024FAQ,1,0
3781,Greater Boston Region,BOS,BSN.PRE.BSN,2021SPQ,2024SUQ,2024WIQ,2,0
3781,Greater Boston Region,BOS,BSN.PRE.BSN,2021SPQ,2024SUQ,2025SPQ,3,1
3782,Greater Boston Region,BOS,ADN.BRDG.AAS,2021SUQ,2023SUQ,2025SPQ,1,1
3783,Connecticut Valley Region,NHV,ADN.BRDG.NE.AS,2024SPQ,2025FAQ,2025WIQ,1,1
3784,Connecticut Valley Region,NHV,ADN.2YR.AS,2023FAQ,2025SPQ,2025SUQ,1,0
3784,Connecticut Valley Region,NHV,ADN.2YR.AS,2023FAQ,2025SPQ,2025FAQ,2,1
3785,Hudson Valley Region,ALB,ADN.2YR.AS,2022FAQ,2024FAQ,2024WIQ,1,1
3786,Greater Boston Region,SPR,ADN.BRDG.AAS,2024SUQ,2025SUQ,2025FAQ,1,1
3787,Lehigh Valley Region,ALL,BSN.PRE.BSN,2023SPQ,2025SUQ,2025FAQ,1,0
3787,Lehigh Valley Region,ALL,BSN.PRE.BSN,2023SPQ,2025SUQ,2025WIQ,2,1
3788,Hudson Valley Region,ALB,ADN.2YR.AS,2021FAQ,2023WIQ,2024SPQ,1,1
3789,Hudson Valley Region,ALB,ADN.2YR.AS,2023SUQ,2025SPQ,2025SUQ,1,1
3790,Hudson Valley Region,ALB,ADN.2YR.AS,2023SPQ,2024WIQ,2025SPQ,1,1
3791,Greater Boston Region,BOS,ADN.BRDG.AAS,2024SPQ,2025SUQ,2025FAQ,1,1
3792,Hudson Valley Region,ALB,ADN.BRDG.AS,2022FAQ,2023WIQ,2024SPQ,1,1
3793,Hudson Valley Region,ALB,ADN.2YR.AS,2023SPQ,2025SUQ,2025FAQ,1,1
3794,Greater Boston Region,BOS,BSN.PRE.BSN,2022WIQ,2025FAQ,2025WIQ,1,1
3795,Hudson Valley Region,POU,ADN.2YR.AS,2022SUQ,2024SUQ,2024FAQ,1,1
3796,Lehigh Valley Region,SCR,BSN.PRE.BSN,2021SUQ,2024SPQ,2024SUQ,1,1
3797,Greater Boston Region,BOS,ADN.BRDG.AAS,2023FAQ,2024WIQ,2025SPQ,1,1
3798,Connecticut Valley Region,HAR,ADN.BRDG.AAS,2023FAQ,2024WIQ,2025SPQ,1,1
3799,Lehigh Valley Region,REA,ADN.2YR.AS,2023FAQ,2025SPQ,2025SUQ,1,1
3800,Greater Boston Region,BOS,ADN.BRDG.AAS,2023WIQ,2024SUQ,2024FAQ,1,1
3801,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SUQ,2024FAQ,2024WIQ,1,1
3802,Greater Boston Region,WOR,BSN.PRE.BSN,2023FAQ,2025FAQ,2025WIQ,1,1
3803,Connecticut Valley Region,BRI,ADN.2YR.AS,2022WIQ,2025SPQ,2025SUQ,1,1
3804,Lehigh Valley Region,SCR,ADN.BRDG.AS,2022WIQ,2023WIQ,2024SPQ,1,1
3805,Greater Boston Region,WOR,ADN.BRDG.AAS,2023WIQ,2025SUQ,2025FAQ,1,1
3806,Greater Boston Region,BOS,BSN.PRE.BSN,2022SUQ,2024WIQ,2025SPQ,1,1
3807,Greater Boston Region,BOS,BSN.PRE.BSN,2022SPQ,2024WIQ,2025SPQ,1,1
3808,Greater Boston Region,BOS,BSN.PRE.BSN,2021WIQ,2023WIQ,2024SPQ,1,0
3808,Greater Boston Region,BOS,BSN.PRE.BSN,2021WIQ,2023WIQ,2024SUQ,2,1
3809,Greater Boston Region,SPR,ADN.BRDG.AAS,2024SPQ,2025SUQ,2025FAQ,1,0
3809,Greater Boston Region,SPR,ADN.BRDG.AAS,2024SPQ,2025SUQ,2025WIQ,2,0
3810,Hudson Valley Region,ALB,ADN.BRDG.AS,2024SPQ,2025FAQ,2025FAQ,1,1
3811,Hudson Valley Region,SCH,ADN.BRDG.AS,2023WIQ,2025FAQ,2025WIQ,1,1
3812,Lehigh Valley Region,ALL,ADN.BRDG.AS,2024SUQ,2025SUQ,2025SUQ,1,1
3813,Greater Boston Region,BOS,BSN.PRE.BSN,2022SUQ,2024WIQ,2025SPQ,1,0
3813,Greater Boston Region,BOS,BSN.PRE.BSN,2022SUQ,2024WIQ,2025SPQ,2,1
3814,Greater Boston Region,BOS,ADN.BRDG.AAS,2022WIQ,2023SPQ,2024SUQ,3,0
3814,Greater Boston Region,BOS,ADN.BRDG.AAS,2022WIQ,2023SPQ,2025SUQ,4,1
3815,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2023FAQ,2025SUQ,2025FAQ,1,1
3816,Hudson Valley Region,SCH,ADN.BRDG.AS,2023WIQ,2025SPQ,2025SUQ,1,1
